aux,aux_attribution
been,0.5257399020042935
be,0.05826012198009677
does,0.24244087028532016
is,0.1854296228202255
be,0.05826012198009677
do,0.16448146452569273
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
do,0.16448146452569273
do,0.16448146452569273
have,0.06667329306248901
did,0.431126660250134
are,0.3333127990913425
is,0.1854296228202255
have,0.06667329306248901
is,0.1854296228202255
did,0.431126660250134
do,0.16448146452569273
am,0.15318488669585834
did,0.431126660250134
is,0.1854296228202255
did,0.431126660250134
is,0.1854296228202255
has,0.0005326127756621746
have,0.06667329306248901
were,0.03096222698687916
had,0.0
has,0.0005326127756621746
are,0.3333127990913425
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
had,0.0
be,0.05826012198009677
does,0.24244087028532016
were,0.03096222698687916
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
does,0.24244087028532016
is,0.1854296228202255
do,0.16448146452569273
have,0.06667329306248901
is,0.1854296228202255
have,0.06667329306248901
has,0.0005326127756621746
are,0.3333127990913425
has,0.0005326127756621746
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
be,0.05826012198009677
are,0.3333127990913425
do,0.16448146452569273
are,0.3333127990913425
being,0.27388028126188146
is,0.1854296228202255
does,0.24244087028532016
are,0.3333127990913425
do,0.16448146452569273
is,0.1854296228202255
are,0.3333127990913425
do,0.16448146452569273
do,0.16448146452569273
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
are,0.3333127990913425
be,0.05826012198009677
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
were,0.03096222698687916
be,0.05826012198009677
have,0.06667329306248901
am,0.15318488669585834
be,0.05826012198009677
be,0.05826012198009677
am,0.15318488669585834
is,0.1854296228202255
be,0.05826012198009677
was,0.09237126681983839
do,0.16448146452569273
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
be,0.05826012198009677
was,0.09237126681983839
do,0.16448146452569273
have,0.06667329306248901
are,0.3333127990913425
does,0.24244087028532016
get,1.0
is,0.1854296228202255
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
are,0.3333127990913425
is,0.1854296228202255
was,0.09237126681983839
have,0.06667329306248901
had,0.0
been,0.5257399020042935
be,0.05826012198009677
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
was,0.09237126681983839
is,0.1854296228202255
be,0.05826012198009677
be,0.05826012198009677
do,0.16448146452569273
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
was,0.09237126681983839
be,0.05826012198009677
be,0.05826012198009677
be,0.05826012198009677
do,0.16448146452569273
am,0.15318488669585834
are,0.3333127990913425
have,0.06667329306248901
is,0.1854296228202255
were,0.03096222698687916
be,0.05826012198009677
is,0.1854296228202255
have,0.06667329306248901
is,0.1854296228202255
does,0.24244087028532016
was,0.09237126681983839
has,0.0005326127756621746
been,0.5257399020042935
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
was,0.09237126681983839
was,0.09237126681983839
being,0.27388028126188146
be,0.05826012198009677
was,0.09237126681983839
had,0.0
are,0.3333127990913425
are,0.3333127990913425
being,0.27388028126188146
are,0.3333127990913425
be,0.05826012198009677
be,0.05826012198009677
be,0.05826012198009677
do,0.16448146452569273
am,0.15318488669585834
has,0.0005326127756621746
are,0.3333127990913425
be,0.05826012198009677
has,0.0005326127756621746
was,0.09237126681983839
was,0.09237126681983839
does,0.24244087028532016
are,0.3333127990913425
do,0.16448146452569273
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
be,0.05826012198009677
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
does,0.24244087028532016
are,0.3333127990913425
was,0.09237126681983839
be,0.05826012198009677
is,0.1854296228202255
are,0.3333127990913425
am,0.15318488669585834
is,0.1854296228202255
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
do,0.16448146452569273
have,0.06667329306248901
is,0.1854296228202255
has,0.0005326127756621746
is,0.1854296228202255
has,0.0005326127756621746
am,0.15318488669585834
have,0.06667329306248901
been,0.5257399020042935
being,0.27388028126188146
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
does,0.24244087028532016
is,0.1854296228202255
be,0.05826012198009677
do,0.16448146452569273
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
do,0.16448146452569273
do,0.16448146452569273
have,0.06667329306248901
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
does,0.24244087028532016
is,0.1854296228202255
be,0.05826012198009677
do,0.16448146452569273
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
do,0.16448146452569273
do,0.16448146452569273
have,0.06667329306248901
is,0.1854296228202255
was,0.09237126681983839
is,0.1854296228202255
are,0.3333127990913425
are,0.3333127990913425
do,0.16448146452569273
has,0.0005326127756621746
was,0.09237126681983839
was,0.09237126681983839
had,0.0
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
be,0.05826012198009677
have,0.06667329306248901
is,0.1854296228202255
am,0.15318488669585834
is,0.1854296228202255
does,0.24244087028532016
is,0.1854296228202255
is,0.1854296228202255
are,0.3333127990913425
were,0.03096222698687916
are,0.3333127990913425
does,0.24244087028532016
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
be,0.05826012198009677
have,0.06667329306248901
are,0.3333127990913425
be,0.05826012198009677
is,0.1854296228202255
has,0.0005326127756621746
do,0.16448146452569273
are,0.3333127990913425
have,0.06667329306248901
is,0.1854296228202255
has,0.0005326127756621746
been,0.5257399020042935
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
was,0.09237126681983839
are,0.3333127990913425
are,0.3333127990913425
was,0.09237126681983839
have,0.06667329306248901
have,0.06667329306248901
does,0.24244087028532016
is,0.1854296228202255
were,0.03096222698687916
be,0.05826012198009677
have,0.06667329306248901
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
are,0.3333127990913425
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
does,0.24244087028532016
was,0.09237126681983839
be,0.05826012198009677
are,0.3333127990913425
did,0.431126660250134
have,0.06667329306248901
be,0.05826012198009677
have,0.06667329306248901
been,0.5257399020042935
is,0.1854296228202255
have,0.06667329306248901
have,0.06667329306248901
are,0.3333127990913425
am,0.15318488669585834
is,0.1854296228202255
be,0.05826012198009677
being,0.27388028126188146
been,0.5257399020042935
is,0.1854296228202255
do,0.16448146452569273
get,1.0
have,0.06667329306248901
are,0.3333127990913425
are,0.3333127990913425
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
have,0.06667329306248901
are,0.3333127990913425
am,0.15318488669585834
are,0.3333127990913425
was,0.09237126681983839
are,0.3333127990913425
being,0.27388028126188146
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
has,0.0005326127756621746
be,0.05826012198009677
are,0.3333127990913425
is,0.1854296228202255
was,0.09237126681983839
does,0.24244087028532016
were,0.03096222698687916
has,0.0005326127756621746
has,0.0005326127756621746
are,0.3333127990913425
do,0.16448146452569273
have,0.06667329306248901
do,0.16448146452569273
is,0.1854296228202255
have,0.06667329306248901
had,0.0
is,0.1854296228202255
is,0.1854296228202255
does,0.24244087028532016
was,0.09237126681983839
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
have,0.06667329306248901
was,0.09237126681983839
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
has,0.0005326127756621746
are,0.3333127990913425
is,0.1854296228202255
was,0.09237126681983839
do,0.16448146452569273
is,0.1854296228202255
been,0.5257399020042935
is,0.1854296228202255
is,0.1854296228202255
are,0.3333127990913425
is,0.1854296228202255
do,0.16448146452569273
does,0.24244087028532016
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
being,0.27388028126188146
does,0.24244087028532016
do,0.16448146452569273
are,0.3333127990913425
did,0.431126660250134
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
be,0.05826012198009677
are,0.3333127990913425
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
does,0.24244087028532016
am,0.15318488669585834
was,0.09237126681983839
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
do,0.16448146452569273
be,0.05826012198009677
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
are,0.3333127990913425
are,0.3333127990913425
is,0.1854296228202255
was,0.09237126681983839
had,0.0
do,0.16448146452569273
be,0.05826012198009677
is,0.1854296228202255
has,0.0005326127756621746
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
am,0.15318488669585834
was,0.09237126681983839
was,0.09237126681983839
be,0.05826012198009677
has,0.0005326127756621746
be,0.05826012198009677
be,0.05826012198009677
do,0.16448146452569273
am,0.15318488669585834
had,0.0
did,0.431126660250134
was,0.09237126681983839
is,0.1854296228202255
were,0.03096222698687916
did,0.431126660250134
have,0.06667329306248901
been,0.5257399020042935
have,0.06667329306248901
was,0.09237126681983839
is,0.1854296228202255
was,0.09237126681983839
get,1.0
are,0.3333127990913425
do,0.16448146452569273
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
did,0.431126660250134
is,0.1854296228202255
do,0.16448146452569273
be,0.05826012198009677
do,0.16448146452569273
is,0.1854296228202255
be,0.05826012198009677
are,0.3333127990913425
is,0.1854296228202255
are,0.3333127990913425
is,0.1854296228202255
have,0.06667329306248901
were,0.03096222698687916
be,0.05826012198009677
be,0.05826012198009677
are,0.3333127990913425
be,0.05826012198009677
are,0.3333127990913425
is,0.1854296228202255
have,0.06667329306248901
have,0.06667329306248901
had,0.0
is,0.1854296228202255
has,0.0005326127756621746
do,0.16448146452569273
has,0.0005326127756621746
are,0.3333127990913425
is,0.1854296228202255
do,0.16448146452569273
does,0.24244087028532016
be,0.05826012198009677
is,0.1854296228202255
was,0.09237126681983839
is,0.1854296228202255
have,0.06667329306248901
have,0.06667329306248901
is,0.1854296228202255
was,0.09237126681983839
is,0.1854296228202255
were,0.03096222698687916
does,0.24244087028532016
does,0.24244087028532016
does,0.24244087028532016
have,0.06667329306248901
is,0.1854296228202255
get,1.0
has,0.0005326127756621746
is,0.1854296228202255
be,0.05826012198009677
have,0.06667329306248901
is,0.1854296228202255
are,0.3333127990913425
does,0.24244087028532016
do,0.16448146452569273
does,0.24244087028532016
does,0.24244087028532016
have,0.06667329306248901
be,0.05826012198009677
have,0.06667329306248901
do,0.16448146452569273
are,0.3333127990913425
does,0.24244087028532016
has,0.0005326127756621746
be,0.05826012198009677
have,0.06667329306248901
do,0.16448146452569273
did,0.431126660250134
get,1.0
be,0.05826012198009677
be,0.05826012198009677
has,0.0005326127756621746
be,0.05826012198009677
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
get,1.0
is,0.1854296228202255
was,0.09237126681983839
do,0.16448146452569273
am,0.15318488669585834
was,0.09237126681983839
have,0.06667329306248901
do,0.16448146452569273
is,0.1854296228202255
do,0.16448146452569273
are,0.3333127990913425
being,0.27388028126188146
did,0.431126660250134
be,0.05826012198009677
do,0.16448146452569273
is,0.1854296228202255
has,0.0005326127756621746
been,0.5257399020042935
be,0.05826012198009677
are,0.3333127990913425
have,0.06667329306248901
are,0.3333127990913425
do,0.16448146452569273
is,0.1854296228202255
did,0.431126660250134
was,0.09237126681983839
did,0.431126660250134
is,0.1854296228202255
are,0.3333127990913425
do,0.16448146452569273
get,1.0
do,0.16448146452569273
is,0.1854296228202255
is,0.1854296228202255
have,0.06667329306248901
is,0.1854296228202255
are,0.3333127990913425
do,0.16448146452569273
have,0.06667329306248901
be,0.05826012198009677
be,0.05826012198009677
are,0.3333127990913425
be,0.05826012198009677
have,0.06667329306248901
have,0.06667329306248901
are,0.3333127990913425
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
being,0.27388028126188146
is,0.1854296228202255
has,0.0005326127756621746
have,0.06667329306248901
be,0.05826012198009677
be,0.05826012198009677
do,0.16448146452569273
were,0.03096222698687916
was,0.09237126681983839
be,0.05826012198009677
was,0.09237126681983839
have,0.06667329306248901
been,0.5257399020042935
be,0.05826012198009677
have,0.06667329306248901
have,0.06667329306248901
were,0.03096222698687916
have,0.06667329306248901
been,0.5257399020042935
are,0.3333127990913425
was,0.09237126681983839
be,0.05826012198009677
be,0.05826012198009677
was,0.09237126681983839
is,0.1854296228202255
be,0.05826012198009677
did,0.431126660250134
had,0.0
was,0.09237126681983839
be,0.05826012198009677
is,0.1854296228202255
did,0.431126660250134
have,0.06667329306248901
been,0.5257399020042935
am,0.15318488669585834
am,0.15318488669585834
do,0.16448146452569273
is,0.1854296228202255
is,0.1854296228202255
was,0.09237126681983839
was,0.09237126681983839
was,0.09237126681983839
are,0.3333127990913425
get,1.0
is,0.1854296228202255
was,0.09237126681983839
was,0.09237126681983839
is,0.1854296228202255
are,0.3333127990913425
are,0.3333127990913425
is,0.1854296228202255
are,0.3333127990913425
were,0.03096222698687916
have,0.06667329306248901
was,0.09237126681983839
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
be,0.05826012198009677
be,0.05826012198009677
does,0.24244087028532016
be,0.05826012198009677
have,0.06667329306248901
do,0.16448146452569273
have,0.06667329306248901
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
do,0.16448146452569273
being,0.27388028126188146
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
is,0.1854296228202255
be,0.05826012198009677
is,0.1854296228202255
are,0.3333127990913425
is,0.1854296228202255
have,0.06667329306248901
is,0.1854296228202255
is,0.1854296228202255
is,0.1854296228202255
do,0.16448146452569273
